附属设施(巡查项目) ||| 巡查子项目 ||| 通风系统(系统)
持续供电时间(内容) ||| 需要 ||| 符合现行国家标准《城市综合管廊工程技术规范》GB 50838(内容)
持续供电时间(内容) ||| 需要 ||| 满足巡检、廊内作业及应急处置的需求(内容)
雨水舱(巡查项目) ||| 巡查方法 ||| 非雨季清理疏通(巡查方法)
非雨季清理疏通(维护方法) ||| 维护周期 ||| 每年不应少于2次(巡查周期)
非雨季清理疏通(巡查方法) ||| 巡查周期 ||| 每年不应少于2次(巡查周期)
管道(巡查项目) ||| 巡查内容 ||| 结构安全(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 结构安全(内容)
运行数据(巡查项目) ||| 巡查内容 ||| 统计分析(内容)
运行数据(内容) ||| 需要 ||| 统计分析(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 周边地面(巡查项目)
周边地面(巡查项目) ||| 巡查内容 ||| 路面施工(内容)
舱室(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
置换合格恢复通气前(内容) ||| 巡查方法 ||| 全面检查(巡查方法)
相关配套附属设施(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
阀门(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
管道(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
设备(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
天然气管道舱室(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
天然气管道系统(巡查项目) ||| 巡查方法 ||| 全面检查(巡查方法)
管网(巡查项目) ||| 巡查内容 ||| 运行要求(内容)
天然气系统(巡查项目) ||| 巡查内容 ||| 运行要求(内容)
材料(内容) ||| 需要 ||| 测试(内容)
材料(内容) ||| 需要 ||| 有合格证的许可(内容)
通风系统(系统) ||| 巡查内容 ||| 外部环境(内容)
运行方案(内容) ||| 需要 ||| 外部环境(内容)
日常巡检(巡查方法) ||| 巡查内容 ||| 外部环境(内容)
管廊本体(巡查项目) ||| 巡查内容 ||| 外部环境(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 主体结构(内容)
管道(巡查项目) ||| 巡查方法 ||| 冲洗消毒(巡查方法)
安全稳定运行(内容) ||| 巡查方法 ||| 提前进行有效联络与沟通(巡查方法)
综合管廊(巡查项目) ||| 巡查子项目 ||| 排水管道系统(巡查项目)
排水管道系统(巡查项目) ||| 巡查内容 ||| 严格密闭(内容)
排水管道舱室(巡查项目) ||| 巡查内容 ||| 严禁动用明火(内容)
应急响应系统(巡查项目) ||| 巡查内容 ||| 电子政务(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 设施保护区(巡查项目)
周边地面(巡查项目) ||| 巡查内容 ||| 道路交通(内容)
材料(内容) ||| 需要 ||| 检验(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 运行情况(内容)
设备(巡查项目) ||| 巡查内容 ||| 运行情况(内容)
管道(巡查项目) ||| 巡查内容 ||| 运行情况(内容)
日常巡检(巡查方法) ||| 巡查内容 ||| 运行情况(内容)
管廊本体(巡查项目) ||| 巡查内容 ||| 运行情况(内容)
安全控制区(巡查项目) ||| 巡查周期 ||| 每天不宜少于1次(巡查周期)
各类口部(内容) ||| 巡查周期 ||| 每天不宜少于1次(巡查周期)
管廊本体(巡查项目) ||| 巡查周期 ||| 在极端异常气候、周边环境复杂、灾害预警等特殊情况下，应增加巡检频次(巡查周期)
本体结构(巡查项目) ||| 巡查方法 ||| 安全监测(巡查方法)
安全监测(巡查方法) ||| 巡查子方法 ||| 周边环境影响监测(巡查方法)
病毒入侵处理预案(巡查项目) ||| 巡查内容 ||| 及时完善(内容)
网络安全管理预案(巡查项目) ||| 巡查内容 ||| 及时完善(内容)
变形量(内容) ||| 需要 ||| 预警值(内容)
入廊管线(巡查项目) ||| 巡查内容 ||| 维护(内容)
排烟防火阀(巡查项目) ||| 巡查内容 ||| 维护(内容)
事故排烟风机(巡查项目) ||| 巡查内容 ||| 维护(内容)
设施缺陷(巡查项目) ||| 维护方法 ||| 及时处置(维护方法)
规定(内容) ||| 包含 ||| 鉴定(内容)
材料(内容) ||| 需要 ||| 鉴定(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 各类口部(内容)
管道(巡查项目) ||| 巡查方法 ||| 水压试验(巡查方法)
应急响应系统(巡查项目) ||| 巡查内容 ||| “智慧城市”(内容)
检测(内容) ||| 需要 ||| 符合国家现行标准《建筑消防设施的维护管理》GB 25201和《建筑消防设施检测技术规程》GA 503(内容)
维护(内容) ||| 需要 ||| 符合国家现行标准《建筑消防设施的维护管理》GB 25201和《建筑消防设施检测技术规程》GA 503(内容)
结构变形监测(巡查方法) ||| 需要 ||| 仪器监测(巡查方法)
通风系统(系统) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
非运行期巡检(巡查方法) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
标识系统(巡查项目) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
检查(巡查方法) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
照明系统(巡查项目) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
排水系统(系统) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
给水排水系统(巡查项目) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
排水管道(巡查项目) ||| 巡查周期 ||| 每月不应少于1次(巡查周期)
防火封堵(巡查项目) ||| 维护方法 ||| 及时恢复(维护方法)
防火门(巡查项目) ||| 维护方法 ||| 及时恢复(维护方法)
防火墙(巡查项目) ||| 维护方法 ||| 及时恢复(维护方法)
标识系统(巡查项目) ||| 巡查内容 ||| 帮助作业人员安全、高效地进行运行维护工作(内容)
默认设置(内容) ||| 包含 ||| 服务端口(内容)
管道(巡查项目) ||| 巡查内容 ||| 穿墙保护功能(内容)
通风管道(巡查项目) ||| 巡查内容 ||| 异物(内容)
通风口(巡查项目) ||| 巡查内容 ||| 异物(内容)
暴雨过后(内容) ||| 巡查周期 ||| 进行1次巡检(巡查周期)
路段洪涝(内容) ||| 巡查周期 ||| 进行1次巡检(巡查周期)
路段洪涝或暴雨过后(内容) ||| 巡查周期 ||| 进行1次巡检(巡查周期)
综合管廊(巡查项目) ||| 巡查内容 ||| 管线施工作业(内容)
外部应急事件(内容) ||| 包含 ||| 地震(内容)
线路及设备(巡查项目) ||| 巡查内容 ||| 地震(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 地震(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 周边场地开挖作业或非开挖作业施工(内容)
后锚固锚栓(巡查项目) ||| 巡查内容 ||| 影响承载力的破坏现象(内容)
预埋件(巡查项目) ||| 巡查内容 ||| 影响承载力的破坏现象(内容)
管道(巡查项目) ||| 巡查子项目 ||| 标志(巡查项目)
固定设施(巡查项目) ||| 巡查内容 ||| 丢失(内容)
固定设施(内容) ||| 需要 ||| 丢失(内容)
标志(巡查项目) ||| 巡查内容 ||| 丢失(内容)
附件(巡查项目) ||| 巡查内容 ||| 丢失(内容)
蒸汽管道(巡查项目) ||| 巡查周期 ||| 不宜少于1次/周(巡查周期)
井内部(巡查项目) ||| 巡查周期 ||| 每半年不应少于1次(巡查周期)
相关设备(巡查项目) ||| 巡查子项目 ||| 机械(巡查项目)
执行机构(巡查项目) ||| 维护方法 ||| 润滑(维护方法)
机械(巡查项目) ||| 维护方法 ||| 润滑(维护方法)
防火分隔(巡查项目) ||| 巡查内容 ||| 严密(内容)
结构(巡查项目) ||| 巡查内容 ||| 损坏缺损(内容)
损坏缺损(内容) ||| 维护方法 ||| 修复(维护方法)
直埋天然气管道(巡查项目) ||| 巡查内容 ||| 泄漏信息(内容)
直埋天然气管线(巡查项目) ||| 巡查内容 ||| 泄漏信息(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 泄漏信息(内容)
默认设置(内容) ||| 需要 ||| 定期修改(内容)
默认设置(内容) ||| 包含 ||| 用户账号(内容)
默认设置(内容) ||| 包含 ||| 密码(内容)
默认设置(内容) ||| 包含 ||| 审计参数(内容)
影响承载力的破坏现象(内容) ||| 维护方法 ||| 及时进行加固(维护方法)
雨水口(巡查项目) ||| 巡查方法 ||| 巡视检查(巡查方法)
检查井(巡查项目) ||| 巡查方法 ||| 巡视检查(巡查方法)
排水管道(巡查项目) ||| 巡查方法 ||| 巡视检查(巡查方法)
结构变形监测(巡查方法) ||| 需要 ||| 巡视检查(巡查方法)
标识系统(巡查项目) ||| 巡查内容 ||| 进入综合管廊的作业人员识别、辨认(内容)
管道(巡查项目) ||| 巡查内容 ||| 温度补偿措施(内容)
通风管道(巡查项目) ||| 巡查内容 ||| 蛛网(内容)
通风口(巡查项目) ||| 巡查内容 ||| 蛛网(内容)
边沟(巡查项目) ||| 巡查内容 ||| 积泥(内容)
横截沟(巡查项目) ||| 巡查内容 ||| 积泥(内容)
集水井(巡查项目) ||| 巡查内容 ||| 积泥(内容)
电缆线路(巡查项目) ||| 巡查周期 ||| 不少于3个月1次(巡查周期)
综合管廊(巡查项目) ||| 巡查内容 ||| 遭遇洪涝(内容)
周边场地开挖作业或非开挖作业施工(内容) ||| 巡查周期 ||| 非定期巡视(巡查周期)
火灾(内容) ||| 巡查周期 ||| 非定期巡视(巡查周期)
地震(内容) ||| 巡查周期 ||| 非定期巡视(巡查周期)
遭遇洪涝(内容) ||| 巡查周期 ||| 非定期巡视(巡查周期)
管线施工作业(内容) ||| 巡查周期 ||| 非定期巡视(巡查周期)
饰面(巡查项目) ||| 巡查内容 ||| 保证清洁(内容)
天然气管道(巡查项目) ||| 巡查内容 ||| 巡检用设备(内容)
天然气管道(巡查项目) ||| 巡查子项目 ||| 巡检人员(巡查项目)
天然气浓度(内容) ||| 需要 ||| 超过爆炸下限的20%(内容)
配属装置(巡查项目) ||| 巡查内容 ||| 完整有效(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 路段洪涝或暴雨过后(内容)
保证清洁(内容) ||| 维护方法 ||| 定期做好保洁工作(维护方法)
入廊人员(内容) ||| 需要 ||| 防护装备(内容)
天然气管道(巡查项目) ||| 巡查内容 ||| 防护装备(内容)
防护装备(内容) ||| 需要 ||| 符合天然气舱室的防爆要求(内容)
巡检用设备(内容) ||| 需要 ||| 符合天然气舱室的防爆要求(内容)
巡检人员(巡查项目) ||| 巡查内容 ||| 严禁携带火种(内容)
巡检人员(巡查项目) ||| 巡查内容 ||| 非防爆型无线通信设备(内容)
巡检人员(巡查项目) ||| 巡查内容 ||| 防静电服(内容)
附属设施(巡查项目) ||| 巡查子项目 ||| 给水排水(巡查项目)
天然气管道(巡查项目) ||| 巡查子项目 ||| 放散系统(巡查项目)
安全门(巡查项目) ||| 巡查方法 ||| 定期检查(巡查方法)
热力管道(巡查项目) ||| 巡查方法 ||| 定期检查(巡查方法)
应急照明(巡查项目) ||| 巡查方法 ||| 定期检查(巡查方法)
放散系统(巡查项目) ||| 巡查方法 ||| 定期检查(巡查方法)
混凝土(巡查项目) ||| 巡查内容 ||| 碳化PH值(内容)
钢筋(巡查项目) ||| 巡查内容 ||| 锈蚀记录(内容)
运行期间巡检(巡查方法) ||| 巡查周期 ||| 每月不少于2次(巡查周期)
监控与报警系统(系统) ||| 巡查项目 ||| 预警与报警系统和智慧管理平台(巡查项目)
市政公用管线(巡查项目) ||| 巡查子项目 ||| 热力(巡查项目)
地下设施(巡查项目) ||| 巡查子项目 ||| 热力(巡查项目)
巡检人员(巡查项目) ||| 巡查内容 ||| 防静电鞋(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 舱室(巡查项目)
排水管道(巡查项目) ||| 巡查子项目 ||| 舱室(巡查项目)
舱室(巡查项目) ||| 巡查内容 ||| 天然气浓度(内容)
超过爆炸下限的20％(内容) ||| 维护方法 ||| 启动应急预案(维护方法)
超过爆炸下限的20%(内容) ||| 维护方法 ||| 启动应急预案(维护方法)
入廊管线(巡查项目) ||| 巡查内容 ||| 竣工资料(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 竣工资料(内容)
漏水(内容) ||| 维护方法 ||| 及时进行处理(维护方法)
监控中心(巡查项目) ||| 巡查内容 ||| 实时反馈现场情况(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 混凝土(巡查项目)
混凝土(巡查项目) ||| 巡查内容 ||| 碳化深度(内容)
混凝土(巡查项目) ||| 巡查内容 ||| 保护层状况记录(内容)
供热管网新投入使用(内容) ||| 巡查周期 ||| 应增加巡检频次(巡查周期)
运行参数变化较大(内容) ||| 巡查周期 ||| 应增加巡检频次(巡查周期)
综合管廊(巡查项目) ||| 巡查内容 ||| 有毒有害气体(内容)
廊内其他管线(巡查项目) ||| 巡查子项目 ||| 热力管线(巡查项目)
热力管道(巡查项目) ||| 巡查内容 ||| 操作(内容)
监控值班人员及时进行(内容) ||| 需要 ||| 操作(内容)
数据库(巡查项目) ||| 巡查内容 ||| 操作(内容)
热力管线(巡查项目) ||| 巡查内容 ||| 操作(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 安全运行(内容)
热力管道(巡查项目) ||| 巡查内容 ||| 安全运行(内容)
风机(巡查项目) ||| 巡查内容 ||| 安全运行(内容)
热力管线(巡查项目) ||| 巡查内容 ||| 安全运行(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 通信线缆(巡查项目)
安全管理(内容) ||| 需要 ||| 符合现行行业标准《通信线路工程设计规范》YD 5102(内容)
运行维护(内容) ||| 需要 ||| 符合现行行业标准《通信线路工程设计规范》YD 5102(内容)
重新使用时(内容) ||| 需要 ||| 清洁(内容)
外观(巡查项目) ||| 巡查内容 ||| 清洁(内容)
表面(巡查项目) ||| 巡查内容 ||| 清洁(内容)
排水管道(巡查项目) ||| 巡查内容 ||| 疏通(内容)
热力管道(巡查项目) ||| 巡查方法 ||| 运行期间巡检(巡查方法)
热力管道(巡查项目) ||| 巡查方法 ||| 非运行期巡检(巡查方法)
输送蒸汽介质(内容) ||| 巡查方法 ||| 运行期巡检(巡查方法)
热力管道(巡查项目) ||| 巡查方法 ||| 运行期巡检(巡查方法)
蒸汽管道(巡查项目) ||| 巡查方法 ||| 运行期巡检(巡查方法)
运行期巡检(巡查方法) ||| 巡查内容 ||| 供热管网新投入使用(内容)
供热管网(巡查项目) ||| 巡查内容 ||| 运行参数变化较大(内容)
运行期巡检(巡查方法) ||| 巡查内容 ||| 运行参数变化较大(内容)
综合管沟(巡查项目) ||| 巡查子项目 ||| 装饰层(巡查项目)
综合管廊(巡查项目) ||| 巡查内容 ||| 排水井下作业(内容)
热力管道(巡查项目) ||| 巡查子项目 ||| 廊内其他管线(巡查项目)
叶轮(巡查项目) ||| 巡查子项目 ||| 表面(巡查项目)
叶轮(巡查项目) ||| 巡查子项目 ||| 运转(巡查项目)
表面(巡查项目) ||| 巡查内容 ||| 无损伤(内容)
电缆(巡查项目) ||| 巡查子项目 ||| 铭牌(巡查项目)
消防指示标识(巡查项目) ||| 巡查内容 ||| 清晰(内容)
消防指示标志(巡查项目) ||| 巡查内容 ||| 清晰(内容)
相色标志(巡查项目) ||| 巡查内容 ||| 清晰(内容)
附属设施(巡查项目) ||| 巡查内容 ||| 满足对综合管廊本体及入廊管线的管理需求(内容)
数据(巡查项目) ||| 巡查内容 ||| 保密(内容)
损坏(内容) ||| 维护方法 ||| 注浆止水(维护方法)
损坏(内容) ||| 维护方法 ||| 加止水带方法处理(维护方法)
相色标志(巡查项目) ||| 巡查内容 ||| 齐全(内容)
综合管廊(巡查项目) ||| 巡查子项目 ||| 给水管道(巡查项目)
安全管理(内容) ||| 需要 ||| 符合现行行业标准《城镇供水管网运行、维护及安全技术规程》CJJ 207(内容)
运行维护(内容) ||| 需要 ||| 符合现行行业标准《城镇供水管网运行、维护及安全技术规程》CJJ 207(内容)
综合管廊(巡查项目) ||| 巡查内容 ||| 运行数据管理(内容)
运行数据管理(内容) ||| 需要 ||| 恢复机制(内容)
防火封堵(巡查项目) ||| 巡查内容 ||| 修复完好(内容)
防火隔断(巡查项目) ||| 巡查内容 ||| 修复完好(内容)
结构(巡查项目) ||| 巡查内容 ||| 具有良好的使用功能(内容)
爆管(内容) ||| 维护方法 ||| 与综合管廊运营管理单位联动实施应急处置(维护方法)
破损(内容) ||| 维护方法 ||| 与综合管廊运营管理单位联动实施应急处置(维护方法)
地面设施(巡查项目) ||| 巡查子项目 ||| 路面的井口设施(巡查项目)
通信线缆(巡查项目) ||| 维护方法 ||| 测修(维护方法)
通信线缆(巡查项目) ||| 维护方法 ||| 日常维护及测试(维护方法)
不同结构分界处(巡查项目) ||| 巡查内容 ||| 结构可能变形(内容)
人工地基与天然地基接壤处(巡查项目) ||| 巡查内容 ||| 结构可能变形(内容)
渗漏水(内容) ||| 需要 ||| 变化速率较大(内容)
裂缝(内容) ||| 需要 ||| 变化速率较大(内容)
